,symbolic_function
0,0.768420994281769*tan(0.694479942321777*x0 + 2.40635991096497) + 0.564113080501556
1,1.08334898948669*log(3.22308015823364*x0 + 3.92204022407532) - 1.60314810276031
2,1.33032214641571 - 1.44883951380408*exp(-0.58759993314743*x0)
3,27.2599563598633*tanh(0.304959923028946*x0 + 1.80715990066528) - 25.948221206665
4,0.979006409645081 - 1.09557734916369*(1 - 0.254136611573943*x0)**3
