,symbolic_function
0,0.123013339936733 - 0.305291622877121*sin(1.76399993896484*x0 - 3.93276000022888)
1,0.306246131658554*cos(1.75799989700317*x0 + 3.924959897995) + 0.122710272669792
2,0.406241029500961*tanh(1.32999992370605*x0 - 0.594999969005585) + 0.122452169656754
3,0.403267562389374 - 0.219624787569046*Abs(2.32895994186401*x0 - 2.32468008995056)
4,1.41999804973602 - 1.53639384344128*(1 - 0.182318117039513*x0)**2
