,symbolic_function,complexity,log_loss,alpha
0,-0.0160000000000000,0,-8.058616949331542,tensor(0.0010)
1,-0.0160000000000000,0,-8.058616949331542,tensor(0.0100)
2,-0.0160000000000000,0,-8.058616949331542,tensor(0.1000)
3,-0.143*x0 - 0.017,3,-17.035045990061757,tensor(1.0000e-05)
4,-0.143*x0 - 0.017,3,-17.035045990061757,tensor(1.0000e-04)
