,symbolic_function,complexity,log_loss,alpha
0,0.0,0,-6.470588530718753,tensor(0.0010)
1,0.0,0,-6.470588530718753,tensor(0.0100)
2,0.0,0,-6.470588530718753,tensor(0.1000)
3,0.079 - 0.17*x0,2,-12.379996569836234,tensor(1.0000e-05)
4,0.079 - 0.17*x0,2,-12.379996569836234,tensor(1.0000e-04)
