,symbolic_function,complexity,log_loss,alpha
0,-0.398000000000000,0,-2.3689872397606657,tensor(0.1000)
1,0.223 - 1.315*x0,2,-10.5624416021362,tensor(1.0000e-05)
2,0.223 - 1.315*x0,2,-10.5624416021362,tensor(1.0000e-04)
3,0.223 - 1.315*x0,2,-10.5624416021362,tensor(0.0010)
4,0.223 - 1.315*x0,2,-10.5624416021362,tensor(0.0100)
