,symbolic_function,complexity,log_loss,alpha
0,0.193000000000000,0,-4.087927395525597,tensor(0.0100)
1,0.193000000000000,0,-4.087927395525597,tensor(0.1000)
2,0.553*x0 - 0.068,2,-12.079974694056343,tensor(1.0000e-05)
3,0.553*x0 - 0.068,2,-12.079974694056343,tensor(1.0000e-04)
4,0.553*x0 - 0.068,2,-12.079974694056343,tensor(0.0010)
