,symbolic_function,complexity,log_loss,alpha
0,-0.0740000000000000,0,-5.797175899653343,tensor(0.0100)
1,-0.0740000000000000,0,-5.797175899653343,tensor(0.1000)
2,0.483*x0 - 0.015,2,-15.032333996727315,tensor(1.0000e-05)
3,0.483*x0 - 0.015,2,-15.032333996727315,tensor(1.0000e-04)
4,0.483*x0 - 0.015,2,-15.032333996727315,tensor(0.0010)
