,symbolic_function,complexity,log_loss,alpha
0,0.347000000000000,0,-3.473740872556866,tensor(0.1000)
1,0.771*x0 - 0.015,2,-12.053249720869571,tensor(1.0000e-05)
2,0.771*x0 - 0.015,2,-12.053249720869571,tensor(1.0000e-04)
3,0.771*x0 - 0.015,2,-12.053249720869571,tensor(0.0010)
4,0.771*x0 - 0.015,2,-12.053249720869571,tensor(0.0100)
