,complexity,loss,score,sympy_format
3,5,2.796788e-05,2.5763674797863243,sin(x0**2*(-0.5081089))
2,4,0.00036775766,2.4318949730626556,x0**2*(-0.4805361)
1,3,0.0041852393,0.9195849835262706,x0*(-0.39351827)
5,7,1.0670626e-05,0.6580520384994245,tanh(x0**2/2.1947486)*(-1.1355298)
4,6,2.0605268e-05,0.3055099375880671,tan(tanh(x0))**2*(-0.529452)
