,symbolic_function,complexity,log_loss,alpha
0,-0.274900000000000,0,-4.816541258792391,0.01
1,-0.274900000000000,0,-4.816541258792391,0.1
2,-0.274900000000000,0,-4.816541258792391,0.9
3,-0.5952*x0 - 0.0518,3,-12.20731526659196,1e-05
4,-0.5952*x0 - 0.0518,3,-12.20731526659196,0.0001
5,-0.5952*x0 - 0.0518,3,-12.20731526659196,0.001
