,symbolic_function,complexity,log_loss,alpha
0,-0.269500000000000,0,-7.2112272035567875,0.001
1,-0.269500000000000,0,-7.2112272035567875,0.01
2,-0.269500000000000,0,-7.2112272035567875,0.1
3,-0.269500000000000,0,-7.2112272035567875,0.9
4,-0.1433*x0 - 0.1747,3,-9.329733460753271,0.0001
5,0.2093*x0**2 - 0.3913*x0 - 0.1088,5,-11.31109128558939,1e-05
