,symbolic_function,complexity,log_loss,alpha
0,0.374800000000000,0,-3.7783266184074673,0.1
1,0.374800000000000,0,-3.7783266184074673,0.9
2,0.8548*x0 - 0.1902,2,-11.687457916612948,1e-05
3,0.8548*x0 - 0.1902,2,-11.687457916612948,0.0001
4,0.8548*x0 - 0.1902,2,-11.687457916612948,0.001
5,0.8548*x0 - 0.1902,2,-11.687457916612948,0.01
