,symbolic_function,complexity,log_loss,alpha,score
0,0.770744690638107*x0 - 0.0147226090065894,2,-12.053249720869571,tensor(1.0000e-05),4.289754424156353
1,0.346795963496610,0,-3.473740872556866,tensor(0.3162),0.0
