,symbolic_function,complexity,log_loss,alpha,score
0,0.0791008281886539 - 0.169574077168094*x0,2,-12.379996569836234,tensor(1.0000e-05),2.9547040195587404
1,0.0,0,-6.470588530718753,tensor(0.0100),0.0
