,symbolic_function,complexity,log_loss,alpha,score
0,0.552843826283967*x0 - 0.0681021018002524,2,-12.079974694056343,tensor(1.0000e-05),3.996023649265373
1,0.193425425382650,0,-4.087927395525597,tensor(0.0100),0.0
