,symbolic_function,complexity,log_loss,alpha,score
0,0.0706420542437027 - 0.210189492258082*x0,2,-11.55764908397629,tensor(1.0000e-05),2.7572625912895115
1,-0.0280980095718989,0,-6.0431239013972675,tensor(0.0100),0.0
