,complexity,loss,score,sympy_format
6,7,1.7652326,0.7572311044548306,1.7894027 - 25.479263*exp(-Abs(x0))
3,4,6.395858,0.7494930416593156,-21.32362*exp(-x0)
2,3,13.533169,0.45055153558781,x0 - 4.406575
4,5,4.7247586,0.3028341236559133,-24.309795*exp(-Abs(x0))
5,6,3.764118,0.22730289883368127,1.7894027 - 25.479263*exp(-x0)
