Using an existing study with name 'model-kuramoto-mpnn-kuramoto_mpnn_ic3_s5' instead of creating a new one.
Trial 1 finished with value: 0.013552190735936165 and parameters: {'lr': 0.008388875934650493, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 24, 'af_g_net': 'softplus', 'drop_p_g_net': 0.289147534192051, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 32, 'af_h_net': 'tanh', 'drop_p_h_net': 0.02538230425026766}. Best is trial 0 with value: 0.0007076418842189014.
Trial 5 finished with value: 0.0009638421470299363 and parameters: {'lr': 0.003905269445133582, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 64, 'af_g_net': 'relu', 'drop_p_g_net': 0.05763566934527901, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 64, 'af_h_net': 'tanh', 'drop_p_h_net': 0.08717647971756216}. Best is trial 0 with value: 0.0007076418842189014.
Trial 7 finished with value: 0.0032574664801359177 and parameters: {'lr': 0.0007496501775563346, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 8, 'af_g_net': 'tanh', 'drop_p_g_net': 0.0009603459536141243, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 40, 'af_h_net': 'relu', 'drop_p_h_net': 0.006625150175473309}. Best is trial 0 with value: 0.0007076418842189014.
Trial 10 finished with value: 0.002108305227011442 and parameters: {'lr': 0.000617939962843357, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'tanh', 'drop_p_g_net': 0.002768371963961681, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 24, 'af_h_net': 'softplus', 'drop_p_h_net': 0.018296192899641624}. Best is trial 0 with value: 0.0007076418842189014.
Trial 13 finished with value: 0.0008288273820653558 and parameters: {'lr': 0.002106197454160259, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.04047841671578252, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 64, 'af_h_net': 'tanh', 'drop_p_h_net': 0.0007991367997598224}. Best is trial 0 with value: 0.0007076418842189014.
Trial 14 finished with value: 0.0006229212740436196 and parameters: {'lr': 0.0016209955173024388, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'relu', 'drop_p_g_net': 0.00013867599130813624, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 8, 'af_h_net': 'tanh', 'drop_p_h_net': 0.001016494019186626}. Best is trial 14 with value: 0.0006229212740436196.
Trial 17 finished with value: 0.0006843640585429966 and parameters: {'lr': 0.0015523388248638852, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 32, 'af_g_net': 'relu', 'drop_p_g_net': 0.0003751182944161405, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 8, 'af_h_net': 'tanh', 'drop_p_h_net': 0.00011054245414760585}. Best is trial 14 with value: 0.0006229212740436196.
Trial 20 finished with value: 0.0005987049080431461 and parameters: {'lr': 0.0008961986315649231, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 56, 'af_g_net': 'relu', 'drop_p_g_net': 0.00624295795060051, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 16, 'af_h_net': 'softplus', 'drop_p_h_net': 0.001843778172709549}. Best is trial 19 with value: 0.0005627030041068792.
Trial 23 finished with value: 0.00047124276170507073 and parameters: {'lr': 0.0009273235609919028, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 56, 'af_g_net': 'relu', 'drop_p_g_net': 0.0003197602805553681, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 16, 'af_h_net': 'softplus', 'drop_p_h_net': 0.00322569915887175}. Best is trial 23 with value: 0.00047124276170507073.
Trial 26 finished with value: 0.0005450409953482449 and parameters: {'lr': 0.0029086118978286298, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 56, 'af_g_net': 'relu', 'drop_p_g_net': 0.0015819555354459147, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 16, 'af_h_net': 'softplus', 'drop_p_h_net': 0.003450801329785209}. Best is trial 23 with value: 0.00047124276170507073.
