,symbolic_function
0,0.405959933996201*tan(2.23027992248535*x0 - 4.32231998443604) + 0.53221195936203
1,0.568344950675964 - 9.05574219327697*(0.545382860629458 - x0)**3
2,0.853496134281158 - 0.65709912776947*log(3.13036012649536 - 2.62456011772156*x0)
3,0.351581107034846*exp(1.4397200345993*x0) - 0.260450839996338
4,350.488189697266*tanh(0.72083991765976*x0 - 3.79892015457153) + 350.227844238281
