,symbolic_function
0,0.48680305480957*sin(0.857639968395233*x0 - 0.77619993686676) + 0.00143654958810657
1,0.486802905797958*cos(0.857679963111877*x0 + 3.93619990348816) + 0.0014326887903735
2,0.00311999046243727
3,0.0160810517949284 - 0.0153259350918233*x0
4,0.15927354991436 - 0.119611419737339*log(0.493839919567108*x0 + 3.63872003555298)
