,symbolic_function,complexity,log_loss,alpha,score
0,0.499779161252369*cos(1.35294955971774*x0 + 0.89168482052082),4,-11.759350778700933,tensor(1.0000e-05),2.381659166133961
1,0.00190286607372353,0,-2.232714114165089,tensor(0.3162),0.0
