,symbolic_function,complexity,log_loss,alpha,score
0,0.740265538214726*x0 - 1.95634889419705,2,-11.147603898950528,tensor(1.0000e-05),5.933083518313381
1,1.30071029064230,0,0.7185631376762354,tensor(10.),0.0
