,complexity,loss,score,sympy_format
4,6,9.30624e-05,6.259871545792154,sin(-x0 + x1)*0.49510527
3,5,0.048685756,0.769777180297924,tanh(sin(-x0 + x1))
2,4,0.105126426,0.01873616650061487,sin(x0)*(-0.07992149)
1,3,0.10711466,0.0044586267315891185,0.048015926/x1
0,1,0.1080741,0.0,0.00384660040000000
