,complexity,loss,score,sympy_format
1,3,8.6521766e-08,5.703631723001008,x0*(-0.5002681)
2,5,7.5138885e-08,0.07052890563682038,x0*(-0.50085443) - 1*(-0.00041453468)
3,7,7.513348e-08,3.596802381021658e-05,x0*(-1.5008523) + x0 - 1*(-0.00041314846)
0,1,0.0077846115,0.0,-0.330196100000000
