,symbolic_function,complexity,log_loss,alpha,score
0,0.302134974393477*sin(1.66968698823474*x0 - 1.44116504014233) + 0.291015643056823,5,-15.837320641929155,tensor(1.0000e-05),1.4073275526289664
1,-0.00990152457360384,0,-8.800682878784324,tensor(0.0003),0.0
