,symbolic_function,complexity,log_loss,alpha,score
0,0.550710199854087*x0 - 0.0473142883716527,2,-10.50584072861704,tensor(1.0000e-05),3.179776341504426
1,0.210750356791071,0,-4.146288045608188,tensor(0.0100),0.0
