,symbolic_function,complexity,log_loss,alpha,score
0,0.454302744010516*x0 - 0.0513960113550495,2,-10.666135438713606,tensor(1.0000e-05),3.0858731599694678
1,0.162887878665933,0,-4.494389118774671,tensor(0.0100),0.0
