,Canada,Hong Kong,Singapore,China
0,2.4658787,2.4658787,2.4252334,1.9246957
1,2.4672065,2.4672065,2.5077178,3.0925527
2,1000000.0,1000000.0,1000000.0,1000000.0
3,1e-06,1e-06,1e-06,1e-06
4,-0.0049747094,-0.004974711,0.021110963,0.5252008
