,Canada,United Kingdom,Spain,Greece,Guatemala,Mexico,Panama,Costa Rica,El Salvador,Japan,Philippines,Argentina,Brazil,Chile,Ecuador,Peru,Thailand,Malaysia,Australia,China,United States
0,2.2284336,2.07741,2.1501813,2.389658,2.4518762,2.2990968,2.4329455,2.4334874,2.4401343,2.3013444,2.4638789,2.4528768,2.3865159,2.6365783,2.451162,2.434906,2.3895028,2.4056873,2.4798353,2.2829638,2.136972
1,2.7039287,2.8625803,2.791555,2.5407205,2.481214,2.3846076,2.4998188,2.4995835,2.4917634,2.6302235,2.4692063,2.4802125,2.547314,2.30267,2.4813814,2.4981713,2.5442958,2.527767,2.453933,2.6463428,2.811876
2,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
3,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
4,0.23067836,0.38924983,0.3170267,0.06671425,0.009037616,-0.31295362,0.026647221,0.030151388,0.10016243,0.15822078,-0.0029747118,0.008028363,0.07510045,-0.15575497,0.00798326,0.026027428,0.07145604,0.05522931,-0.01171123,0.17856328,0.3212084
