,Canada,Hong Kong,Singapore,China
0,2.4658787,2.4658787,2.426308,1.946854
1,2.4672065,2.4672065,2.50651,3.0557919
2,1000000.0,1000000.0,1000000.0,1000000.0
3,1e-06,1e-06,1e-06,1e-06
4,-0.0049747094,-0.004974711,0.015719786,0.50841963
