,complexity,loss,score,sympy_format
5,7,1.0676353e-06,6.246525057505102,x1*(x0 - 1*1.0000536)*(-0.50012624)
3,5,0.0007120495,1.1215525007121638,x1/exp(3*x0)
2,4,0.0021857186,0.5000286240904698,-0.22425511*log(x0)
4,6,0.0005511303,0.25617617114232144,log(x1/exp(3*x0) + 1)
1,3,0.0036037439,0.1550423068846187,0.055099946/x0
