,complexity,loss,score,sympy_format
5,7,1.1464288e-06,6.494470488214064,x1*(x0*(-0.49933022) - 1*(-0.49915528))
3,5,0.0010297286,0.7351657374976646,x0*(-0.34153205) - 1*(-0.34711587)
2,4,0.0021478364,0.504421228044345,-0.22390698*log(x0)
4,6,0.0007583327,0.30592834380534784,-0.32779503*x1*log(x0)
1,3,0.0035568746,0.15943440257564417,0.055026405/x0
