,symbolic_function,complexity,log_loss,alpha,score
0,0.149217820478946 - 0.651253303950371*x0,2,-12.661054609095684,tensor(1.0000e-05),4.449667112802123
1,-0.158863156628386,0,-3.7617203834914372,tensor(0.3162),0.0
