,symbolic_function,complexity,log_loss,alpha,score
0,0.121348847027378 - 0.582612501979787*x0,2,-10.635399788981388,tensor(1.0000e-05),3.3086263313926945
1,-0.152460674557517,0,-4.018147126195999,tensor(0.0100),0.0
