,symbolic_function,complexity,log_loss,alpha,score
0,0.209065627473454 - 0.73578734105924*x0,2,-12.78790837319825,tensor(1.0000e-05),4.6281789410688035
1,-0.134127488655038,0,-3.531550491060645,tensor(0.3162),0.0
