,complexity,loss,score,sympy_format
2,5,1.2988465e-06,3.6076598181409794,0.99778885 + x0*(-0.49711287)
1,4,4.7901e-05,1.8191261185371583,log(2.6235757 - x0)
0,1,0.011231917,0.0,0.712785500000000
