A new study created in Journal with name: model-neuronal-mpnn-neuronal_mpnn_ic3_s5
Trial 0 finished with value: 0.0004882914945483208 and parameters: {'lr': 0.0022177917496480604, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 1, 'hidden_dims_g_net': 48, 'af_g_net': 'softplus', 'drop_p_g_net': 0.006177355664486234, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.21219287467803144}. Best is trial 0 with value: 0.0004882914945483208.
Trial 3 finished with value: 0.00023123864957597107 and parameters: {'lr': 0.008054860221720441, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 1, 'hidden_dims_g_net': 48, 'af_g_net': 'softplus', 'drop_p_g_net': 0.00041038568709673284, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 64, 'af_h_net': 'relu', 'drop_p_h_net': 0.20735080160980715}. Best is trial 1 with value: 0.00014382148219738156.
Trial 6 finished with value: 0.00014531996566802263 and parameters: {'lr': 0.004202066507725301, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 1, 'hidden_dims_g_net': 32, 'af_g_net': 'tanh', 'drop_p_g_net': 0.006746112980558648, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 8, 'af_h_net': 'tanh', 'drop_p_h_net': 0.0002149048187905294}. Best is trial 4 with value: 0.00012755481293424964.
Trial 9 finished with value: 0.00030401235562749207 and parameters: {'lr': 0.0022822704462197663, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 32, 'af_g_net': 'relu', 'drop_p_g_net': 0.06278454262533675, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 8, 'af_h_net': 'softplus', 'drop_p_h_net': 0.00019557081174656398}. Best is trial 7 with value: 7.693198131164536e-05.
Trial 11 finished with value: 0.00020170610514469445 and parameters: {'lr': 0.025479183555287086, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 1, 'hidden_dims_g_net': 32, 'af_g_net': 'relu', 'drop_p_g_net': 0.04827804918908174, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 24, 'af_h_net': 'tanh', 'drop_p_h_net': 0.0431569502800553}. Best is trial 7 with value: 7.693198131164536e-05.
Trial 13 finished with value: 0.00019283303117845207 and parameters: {'lr': 0.01539322268170426, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 8, 'af_g_net': 'softplus', 'drop_p_g_net': 0.32799873874330376, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 48, 'af_h_net': 'relu', 'drop_p_h_net': 0.0020694869082085606}. Best is trial 7 with value: 7.693198131164536e-05.
Trial 16 finished with value: 9.991438855649903e-05 and parameters: {'lr': 0.007818118339897503, 'lamb': 0.0, 'batch_size': 32, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 48, 'af_g_net': 'softplus', 'drop_p_g_net': 0.05240785553300642, 'n_hidden_layers_h_net': 1, 'hidden_dims_h_net': 24, 'af_h_net': 'relu', 'drop_p_h_net': 0.04598530303189221}. Best is trial 15 with value: 7.301483856281266e-05.
Trial 19 finished with value: 5.993881859467365e-05 and parameters: {'lr': 0.0006281265387703718, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 16, 'af_g_net': 'tanh', 'drop_p_g_net': 0.00127585689597036, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 32, 'af_h_net': 'relu', 'drop_p_h_net': 0.0006536913485043216}. Best is trial 19 with value: 5.993881859467365e-05.
Trial 22 finished with value: 0.00023018177307676524 and parameters: {'lr': 0.0007102975116778634, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 8, 'af_g_net': 'tanh', 'drop_p_g_net': 0.0029938155684751952, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 16, 'af_h_net': 'tanh', 'drop_p_h_net': 0.0032950570145359763}. Best is trial 21 with value: 5.3624738939106464e-05.
Trial 25 finished with value: 8.357136539416388e-05 and parameters: {'lr': 0.0005099989040036986, 'lamb': 0.0, 'batch_size': 16, 'n_hidden_layers_g_net': 2, 'hidden_dims_g_net': 16, 'af_g_net': 'tanh', 'drop_p_g_net': 0.018732017859851038, 'n_hidden_layers_h_net': 2, 'hidden_dims_h_net': 56, 'af_h_net': 'tanh', 'drop_p_h_net': 0.0007256635214558815}. Best is trial 21 with value: 5.3624738939106464e-05.
