,symbolic_function,complexity,log_loss,alpha,score
0,-0.0457675807958924*x0 - 0.000838468755251951,3,-17.787865496067955,1e-08,1.7547019843871876
1,-0.00189043097977177,0,-12.523759542906392,1e-05,0.0
