,symbolic_function,complexity,log_loss,alpha,score
0,-0.173354111193333*tanh(2.49162501367285*x0 - 4.60957300897616) - 0.176110554608456,6,-14.500832789175254,1e-08,0.8857780241463221
1,-0.00376725528761078,0,-9.186164644297321,0.001,0.0
