,symbolic_function,complexity,log_loss,alpha,score
0,-0.00308525903402798*x0**3 - 0.00175839903526183*x0**2 + 0.00335246936938866*x0 + 0.000964877580705568,8,-16.23460762933083,1e-08,0.37829839898212536
1,-0.00115142972173820,0,-13.208220437473829,1e-05,0.0
