,symbolic_function,complexity,log_loss,alpha,score
0,-0.00780657058203539*x0**3 - 0.000614587425412607*x0**2 + 0.0127983894050895*x0 + 0.000515841315367687,8,-15.57872413704032,1e-08,0.3658905756775095
1,-0.00547888880186683,0,-12.651599531620244,1e-05,0.0
