,symbolic_function
0,9.93877329165116e-5
1,0.000710076917057044 - 0.000856647748150863*x0
2,8.84171386132948e-5 - 0.000312453688820824*sin(5.0*x0 + 2.59999990463257)
3,0.000311637413688004*cos(5.0*x0 - 2.09999990463257) + 9.14734846446663e-5
4,0.00033252703724429 - 0.0018176563571084*(0.38686962346835 - x0)**2
