,symbolic_function
0,-0.567828543630357*(-x0 - 0.208003324943408)**3 - 0.138462796807289
1,-0.00857899524271488*log(0.412999927997589 - 3.4903199672699*x0) - 0.140935689210892
2,0.370632770996981*(-x0 - 0.100007990045895)**2 - 0.137062206864357
3,0.00147286045830697*tan(0.402399927377701*x0 + 4.62207984924316) - 0.149615421891212
4,0.0756141004777131*x0 - 0.133191972970963
