,symbolic_function,complexity,log_loss,alpha,score
0,-1.19863983320216*tanh(0.80118701592208*x0 - 0.681202777426626) - 0.71366647753209,6,-25.059556362250824,1e-08,3.2064368633211373
1,-0.0607589326215188,0,-5.820935182323998,0.001,0.0
