,symbolic_function,complexity,log_loss,alpha,score
0,-0.716162961905944*tanh(1.29877970942686*x0 + 0.937609075806) - 0.13082207365767,6,-11.195771461045124,1e-08,1.6909127720436123
1,-0.55541046991683*x0 - 0.447658282942809,3,-6.123033144914287,0.001,0.5656135899237974
2,0.0837978414055337,0,-4.426192375142895,0.1,0.0
