,complexity,loss,score,sympy_format
4,6,1.8951729e-05,7.827591636357287,sin(-x0 + x1)*0.4971926
3,5,0.04754761,0.7939518162991516,tanh(sin(-x0 + x1))
2,4,0.10518107,0.015538127428711883,sin(x1)/13.073846
1,3,0.10682815,0.005129819930291001,0.055015877/x1
0,1,0.10792981,0.0,0.00228029770000000
