,Canada,United Kingdom,Spain,Greece,Guatemala,Mexico,Panama,Costa Rica,El Salvador,Japan,Philippines,Argentina,Brazil,Chile,Ecuador,Peru,Thailand,Malaysia,Australia,China,United States
0,3.7696874,3.7599444,3.6440096,3.5303926,3.7510948,3.808221,3.621514,3.7536554,3.4619043,3.7633076,3.7567275,3.7574751,3.7492855,3.7633111,3.5551722,3.7491035,3.755085,3.7509823,3.7736661,3.7623901,3.6948464
1,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
2,1.999699,1.9802781,1.9864212,1.9975945,1.9998803,2.0238981,2.0008957,1.9990072,1.9993098,1.9967064,2.0068119,2.0035567,1.9960792,2.0787156,2.0002487,2.0001051,1.9990658,1.9973673,2.0199091,1.994952,2.0039895
3,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
4,1.2788247,1.25863,1.2527213,1.2585037,1.2783116,1.3046848,1.2667656,1.2776186,1.2535881,1.2757856,1.2861147,1.2827355,1.2743804,1.3522353,1.2626473,1.2784526,1.2775247,1.275738,1.3013216,1.2739086,1.267984
