,Canada,United Kingdom,Spain,Greece,Guatemala,Mexico,Panama,Costa Rica,El Salvador,Japan,Philippines,Argentina,Brazil,Chile,Ecuador,Peru,Thailand,Malaysia,Australia,China,United States
0,3.7128718,3.684165,3.6440096,3.5439286,3.7505078,3.7760012,3.6529937,3.7479925,3.7489333,3.6907618,3.7370546,3.6619866,3.7501683,3.7477205,3.5551722,3.7519825,3.755085,3.7521586,3.6707113,3.7630186,3.784853
1,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
2,1.9997185,1.9809102,1.9864212,1.9975289,1.9998837,2.0166514,2.0001535,1.9989848,1.9989827,1.9962898,2.0100772,2.0059035,1.9961499,2.0727715,2.0002487,2.0001132,1.9990658,1.9973903,2.0197322,1.9950833,1.9996626
3,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
4,1.2708462,1.2535058,1.2527213,1.259213,1.2782758,1.29583,1.2687564,1.2772299,1.2772601,1.2666544,1.2873083,1.2754939,1.2744901,1.3415968,1.2626473,1.2786788,1.2775247,1.2758265,1.2809825,1.274073,1.2787561
