,symbolic_function,complexity,log_loss,alpha
0,0.0260000000000000,0,-4.539910655320373,tensor(0.0100)
1,0.0260000000000000,0,-4.539910655320373,tensor(0.1000)
2,0.55*x0 + 0.004,2,-8.965806531752898,tensor(1.0000e-04)
3,0.55*x0 + 0.004,2,-8.965806531752898,tensor(0.0010)
4,0.45*tanh(1.425*x0 - 0.075) + 0.035,5,-12.123155393936113,tensor(1.0000e-05)
