,symbolic_function,complexity,log_loss,alpha
0,0.0130000000000000,0,-4.598727164920523,tensor(0.0100)
1,0.0130000000000000,0,-4.598727164920523,tensor(0.1000)
2,0.55*x0 - 0.008,2,-11.458073185444658,tensor(1.0000e-05)
3,0.55*x0 - 0.008,2,-11.458073185444658,tensor(1.0000e-04)
4,0.55*x0 - 0.008,2,-11.458073185444658,tensor(0.0010)
