,symbolic_function,complexity,log_loss,alpha
0,-0.0100000000000000,0,-5.904913441579806,tensor(0.0010)
1,-0.0100000000000000,0,-5.904913441579806,tensor(0.0100)
2,-0.0100000000000000,0,-5.904913441579806,tensor(0.1000)
3,-0.521*x0 - 0.004,3,-11.184364810635216,tensor(1.0000e-05)
4,-0.521*x0 - 0.004,3,-11.184364810635216,tensor(1.0000e-04)
