,complexity,loss,score,sympy_format
2,4,7.7470206e-05,4.495309872675022,0.197122618067105*x1**2
1,3,0.006941015,0.6681501942663506,x1*0.23492672
3,6,7.724193e-05,0.0014754897163179617,(x1*0.44281775 + 0.0016194902)**2
4,7,7.7241566e-05,4.712477506250205e-06,x1*(x1*0.1960768 + 0.0014542833)
0,1,0.02641015,0.0,0.147333900000000
