,symbolic_function,complexity,log_loss,alpha,score
0,10.1811114813722*sin(1.21555080228424*x0 + 1.45426366887013) + 0.694038619425573,5,3.7989530146841624,tensor(1.0000e-05),0.11154580219053489
1,0.579138657506901,0,4.356682025636837,tensor(10.),0.0
