,symbolic_function,complexity,log_loss,alpha,score
0,-11.5375156702677*cos(1.59388311414025*x0 - 8.48585052008476) - 0.534644853889386,6,4.518310081513939,tensor(1.0000e-05),0.065854642809925
1,0.549979220799351,0,4.913437938373489,tensor(10.),0.0
