,symbolic_function
0,-0.000369633577065542*tanh(2.18631982803345*x0 - 0.236399844288826) - 0.000108911670395173
1,0.000341306556947529*sin(2.23303985595703*x0 - 3.39295983314514) - 0.000109876607893966
2,0.000341307459166273*cos(2.23295974731445*x0 + 7.60240030288696) - 0.000109944579889998
3,0.000277118029771373 - 6.4921441662591e-5*Abs(9.99775981903076*x0 + 4.72631978988647)
4,0.00145567453000695 - 0.00148833651592187*(-0.20137317020883*x0 - 1)**2
