,symbolic_function
0,0.1983782351017 - 0.406347781419754*tanh(10.0*x0 + 2.39999985694885)
1,-0.196056559681892*cos(6.72183990478516*x0 + 5.98623991012573) - 0.0430951416492462
2,-0.196044489741325*sin(6.72264003753662*x0 - 5.00919961929321) - 0.0431067198514938
3,0.542051059019286*(0.409333335028754 - x0)**3 - 0.210594937205315
4,0.679372880567606*(0.290184029125101 - x0)**2 - 0.230828911066055
