,symbolic_function
0,-0.261204898357391*sin(10.0*x0 - 2.39999985694885) - 0.0989084839820862
1,-0.261066317558289*cos(10.0*x0 + 8.60000038146973) - 0.0992069616913795
2,0.146729588508606 - 0.106730796396732*Abs(8.23392009735107*x0 - 0.787919878959656)
3,0.0648426860570908 - 0.992375332046685*(0.108119028019795 - x0)**2
4,-0.146917879581451*tanh(10.0*x0 - 2.59999990463257) - 0.0813611745834351
