,symbolic_function
0,2.13940838875715e-5*cos(10.0*x0 + 8.0) + 2.5253984858864e-7
1,2.13943512790138e-5*sin(10.0*x0 - 3.0) + 2.02922819880769e-7
2,1.1750053090509e-5*tanh(10.0*x0 - 3.0) + 4.62597745354287e-6
3,-6.73665569902795e-5*(-x0 - 0.0301316249855837)**3 - 5.50753111383528e-6
4,3.33438275719864e-6*exp(3.06383991241455*x0) - 9.49446803133469e-6
