,symbolic_function
0,0.00243228487670422 - 0.0202049817889929*tan(2.44135975837708*x0 + 6.80064010620117)
1,0.527937948703766 - 0.537039670944474*exp(0.111439853906631*x0)
2,0.408813504176143*(-0.0487179278112576*x0 - 1)**3 + 0.399712353944778
3,0.333314329385757 - 0.342415102240921*(-0.0871411913637737*x0 - 1)**2
4,0.00595482904464006*Abs(9.91199970245361*x0 - 8.59600067138672) - 0.0602845996618271
