,symbolic_function
0,-0.168985560536385*cos(10.0*x0 + 9.19999980926514) - 0.0984997674822807
1,-0.169024467468262*sin(10.0*x0 - 1.79999983310699) - 0.0985317900776863
2,-0.0982324406504631*tanh(10.0*x0 - 1.59999990463257) - 0.0537482909858227
3,0.00763546209782362 - 0.0718423128128052*tan(1.6159999370575*x0 + 9.39200019836426)
4,0.0470063164830208*Abs(8.34679985046387*x0 - 3.05311989784241) - 0.130016967654228
