,symbolic_function
0,0.00936337187886238 - 0.049631904810667*tan(1.42863988876343*x0 + 9.56375980377197)
1,0.0909526273608208*log(8.75127983093262 - 9.15151977539063*x0) - 0.192706570029259
2,0.0100904414430261 - 0.00734718563351994*exp(4.15447998046875*x0)
3,-17.3918628692627*tanh(2.08287978172302*x0 - 4.23280000686646) - 17.3817920684814
4,0.254381148371175*(-x0 - 0.10983877791222)**3 + 0.00249941181391478
