,symbolic_function
0,-0.000133207213366404 - 0.00025404172333507*exp(-9.99966049194336*x0)
1,1.41311332413352e-7*tan(10.0*x0 + 1.59999990463257) - 0.000382478145183995
2,0.000462210649857298 - 0.000849459240725992*(1 - x0)**3
3,0.000887443427927792 - 0.00127469211292919*(1 - x0)**2
4,4.99787056469359e-5*log(10.0*x0 + 0.19999985396862) - 0.000306813162751496
