,symbolic_function
0,0.0821851342916489 - 0.121648564934731*tan(0.821679890155792*x0 + 0.594799816608429)
1,0.13977624475956*log(7.28191995620728 - 7.70368003845215*x0) - 0.277683138847351
2,0.156926885247231 - 0.15717272980804*exp(0.949679851531982*x0)
3,-1.30805480480194*tanh(0.527999877929688*x0 - 1.3996798992157) - 1.15825164318085
4,0.115278355284382*(-0.431125503974758*x0 - 1)**3 + 0.115000285208225
