,symbolic_function
0,0.00498867873102427*Abs(9.99975967407227*x0 + 3.39999985694885) - 0.0171748325228691
1,0.0197687819600105*cos(3.35407996177673*x0 - 8.21167945861816) + 0.00628461688756943
2,0.00628404645249248 - 0.0197685454040766*sin(3.35423994064331*x0 + 2.78391981124878)
3,0.00968725979328156*tan(1.58799993991852*x0 + 6.18711996078491) + 0.00320106046274304
4,0.0133702969178557*tanh(10.0*x0 - 1.99999988079071) + 0.0118845365941525
